imo,ts,lat,lon,sog_kn,cog_deg
9700014,2025-08-23T17:17:56.267289Z,-2.015,31.701,12.1,18.0
9700014,2025-08-23T18:17:56.267289Z,-1.996,31.855,13.1,200.0
9700014,2025-08-23T19:17:56.267289Z,-1.977,31.955,11.5,81.0
9700014,2025-08-23T20:17:56.267289Z,-1.93,32.003,12.6,33.0
9700014,2025-08-23T21:17:56.267289Z,-1.906,32.045,10.7,123.0
9700014,2025-08-23T22:17:56.267289Z,-1.896,32.093,12.7,140.0
9700014,2025-08-23T23:17:56.267289Z,-1.846,32.139,15.4,20.0
9700014,2025-08-24T00:17:56.267289Z,-1.815,32.18,17.2,304.0
9700014,2025-08-24T01:17:56.267289Z,-1.802,32.236,11.3,278.0
9700014,2025-08-24T02:17:56.267289Z,-1.745,32.293,12.5,236.0
9700014,2025-08-24T03:17:56.267289Z,-1.741,32.348,12.0,312.0
9700014,2025-08-24T04:17:56.267289Z,-1.749,32.471,11.6,320.0
9700014,2025-08-24T05:17:56.267289Z,-1.761,32.549,9.6,246.0
9700014,2025-08-24T06:17:56.267289Z,-1.733,32.582,6.8,223.0
9700014,2025-08-24T07:17:56.267289Z,-1.745,32.646,10.2,305.0
9700014,2025-08-24T08:17:56.267289Z,-1.736,32.658,13.5,253.0
9700014,2025-08-24T09:17:56.267289Z,-1.728,32.743,15.8,162.0
9700014,2025-08-24T10:17:56.267289Z,-1.727,32.81,7.0,70.0
9700014,2025-08-24T11:17:56.267289Z,-1.737,32.839,12.7,319.0
9700014,2025-08-24T12:17:56.267289Z,-1.746,32.975,5.6,341.0
9700014,2025-08-24T13:17:56.267289Z,-1.745,32.977,15.0,211.0
9700014,2025-08-24T14:17:56.267289Z,-1.678,33.013,8.6,73.0
9700014,2025-08-24T15:17:56.267289Z,-1.665,33.028,12.6,195.0
9700014,2025-08-24T16:17:56.267289Z,-1.616,33.071,10.9,70.0
9700014,2025-08-24T17:17:56.267289Z,-1.589,33.16,14.9,196.0
9700014,2025-08-24T18:17:56.267289Z,-1.568,33.252,5.9,50.0
9700014,2025-08-24T19:17:56.267289Z,-1.555,33.321,10.0,248.0
9700014,2025-08-24T20:17:56.267289Z,-1.557,33.348,10.3,251.0
9700014,2025-08-24T21:17:56.267289Z,-1.599,33.487,15.7,150.0
9700014,2025-08-24T22:17:56.267289Z,-1.549,33.544,16.1,268.0
9700014,2025-08-24T23:17:56.267289Z,-1.463,33.515,12.5,74.0
9700014,2025-08-25T00:17:56.267289Z,-1.458,33.678,13.2,117.0
9700014,2025-08-25T01:17:56.267289Z,-1.423,33.751,10.7,122.0
9700014,2025-08-25T02:17:56.267289Z,-1.419,33.664,11.8,240.0
9700014,2025-08-25T03:17:56.267289Z,-1.418,33.707,13.3,81.0
9700014,2025-08-25T04:17:56.267289Z,-1.434,33.718,13.9,26.0
9700014,2025-08-25T05:17:56.267289Z,-1.374,33.833,18.0,323.0
9700014,2025-08-25T06:17:56.267289Z,-1.306,33.837,18.0,242.0
9700014,2025-08-25T07:17:56.267289Z,-1.27,33.936,8.6,35.0
9700014,2025-08-25T08:17:56.267289Z,-1.246,34.004,17.2,215.0
9700014,2025-08-25T09:17:56.267289Z,-1.18,34.04,11.3,79.0
9700014,2025-08-25T10:17:56.267289Z,-1.217,34.075,13.2,72.0
9700014,2025-08-25T11:17:56.267289Z,-1.239,34.112,13.1,268.0
9700014,2025-08-25T12:17:56.267289Z,-1.202,34.221,15.7,7.0
9700014,2025-08-25T13:17:56.267289Z,-1.236,34.303,14.4,208.0
9700014,2025-08-25T14:17:56.267289Z,-1.218,34.377,16.5,277.0
9700014,2025-08-25T15:17:56.267289Z,-1.171,34.443,12.5,219.0
9700014,2025-08-25T16:17:56.267289Z,-1.176,34.505,12.1,253.0
9700014,2025-08-25T17:17:56.267289Z,-1.119,34.596,12.1,190.0
9700014,2025-08-25T18:17:56.267289Z,-1.099,34.681,12.1,106.0
9700014,2025-08-25T19:17:56.267289Z,-1.095,34.731,9.7,186.0
9700014,2025-08-25T20:17:56.267289Z,-1.099,34.733,20.0,309.0
9700014,2025-08-25T21:17:56.267289Z,-1.074,34.826,14.6,228.0
9700014,2025-08-25T22:17:56.267289Z,-1.046,34.863,15.1,249.0
9700014,2025-08-25T23:17:56.267289Z,-0.979,34.926,17.4,228.0
9700014,2025-08-26T00:17:56.267289Z,-0.898,34.953,8.8,303.0
9700014,2025-08-26T01:17:56.267289Z,-0.858,35.029,11.1,345.0
9700014,2025-08-26T02:17:56.267289Z,-0.86,35.086,11.6,261.0
9700014,2025-08-26T03:17:56.267289Z,-0.79,35.115,15.1,22.0
9700014,2025-08-26T04:17:56.267289Z,-0.765,35.213,14.1,58.0
9700014,2025-08-26T05:17:56.267289Z,-0.73,35.297,11.6,205.0
9700014,2025-08-26T06:17:56.267289Z,-0.728,35.328,12.1,246.0
9700014,2025-08-26T07:17:56.267289Z,-0.681,35.337,16.6,94.0
9700014,2025-08-26T08:17:56.267289Z,-0.641,35.34,10.9,345.0
9700014,2025-08-26T09:17:56.267289Z,-0.647,35.393,13.2,294.0
9700014,2025-08-26T10:17:56.267289Z,-0.681,35.488,19.2,28.0
9700014,2025-08-26T11:17:56.267289Z,-0.641,35.494,15.7,101.0
9700014,2025-08-26T12:17:56.267289Z,-0.586,35.575,13.6,42.0
9700014,2025-08-26T13:17:56.267289Z,-0.549,35.639,14.4,258.0
9700014,2025-08-26T14:17:56.267289Z,-0.537,35.762,12.4,18.0
9700014,2025-08-26T15:17:56.267289Z,-0.485,35.854,8.8,12.0
9700014,2025-08-26T16:17:56.267289Z,-0.461,35.94,12.0,334.0
9700014,2025-08-26T17:17:56.267289Z,-0.496,35.945,13.9,359.0
9700014,2025-08-26T18:17:56.267289Z,-0.465,35.96,12.3,341.0
9700014,2025-08-26T19:17:56.267289Z,-0.408,36.013,14.6,238.0
9700014,2025-08-26T20:17:56.267289Z,-0.354,35.981,12.1,61.0
9700014,2025-08-26T21:17:56.267289Z,-0.342,36.049,12.9,254.0
9700014,2025-08-26T22:17:56.267289Z,-0.303,36.119,14.2,210.0
9700014,2025-08-26T23:17:56.267289Z,-0.305,36.1,13.4,265.0
9700014,2025-08-27T00:17:56.267289Z,-0.244,36.167,10.4,321.0
9700014,2025-08-27T01:17:56.267289Z,-0.28,36.197,6.1,68.0
9700014,2025-08-27T02:17:56.267289Z,-0.269,36.24,9.7,116.0
9700014,2025-08-27T03:17:56.267289Z,-0.228,36.219,13.3,110.0
9700014,2025-08-27T04:17:56.267289Z,-0.258,36.33,15.3,329.0
9700014,2025-08-27T05:17:56.267289Z,-0.255,36.367,10.0,284.0
9700014,2025-08-27T06:17:56.267289Z,-0.221,36.521,11.1,308.0
9700014,2025-08-27T07:17:56.267289Z,-0.191,36.487,11.9,159.0
9700014,2025-08-27T08:17:56.267289Z,-0.127,36.613,12.9,313.0
9700014,2025-08-27T09:17:56.267289Z,-0.111,36.719,12.3,337.0
9700014,2025-08-27T10:17:56.267289Z,-0.055,36.804,10.1,84.0
9700014,2025-08-27T11:17:56.267289Z,-0.013,36.899,12.4,120.0
9700014,2025-08-27T12:17:56.267289Z,0.013,36.935,11.3,80.0
9700014,2025-08-27T13:17:56.267289Z,0.019,37.011,12.4,296.0
9700014,2025-08-27T14:17:56.267289Z,0.001,37.057,7.1,261.0
9700014,2025-08-27T15:17:56.267289Z,0.01,37.084,15.1,8.0
9700014,2025-08-27T16:17:56.267289Z,0.05,37.106,12.1,72.0
9700014,2025-08-27T17:17:56.267289Z,0.044,37.182,6.0,218.0
9700014,2025-08-27T18:17:56.267289Z,0.047,37.228,11.8,104.0
9700014,2025-08-27T19:17:56.267289Z,0.036,37.304,13.4,261.0
9700014,2025-08-27T20:17:56.267289Z,0.072,37.382,11.1,84.0
9700014,2025-08-27T21:17:56.267289Z,0.091,37.45,11.9,158.0
9700014,2025-08-27T22:17:56.267289Z,0.125,37.563,10.1,238.0
9700014,2025-08-27T23:17:56.267289Z,0.227,37.628,8.8,99.0
9700014,2025-08-28T00:17:56.267289Z,0.224,37.697,12.8,289.0
9700014,2025-08-28T01:17:56.267289Z,0.3,37.751,10.9,303.0
9700014,2025-08-28T02:17:56.267289Z,0.293,37.739,11.5,349.0
9700014,2025-08-28T03:17:56.267289Z,0.337,37.76,14.1,304.0
9700014,2025-08-28T04:17:56.267289Z,0.376,37.854,17.0,283.0
9700014,2025-08-28T05:17:56.267289Z,0.422,37.924,14.7,234.0
9700014,2025-08-28T06:17:56.267289Z,0.477,37.91,9.5,215.0
9700014,2025-08-28T07:17:56.267289Z,0.495,37.962,10.1,204.0
9700014,2025-08-28T08:17:56.267289Z,0.495,37.927,11.3,46.0
9700014,2025-08-28T09:17:56.267289Z,0.528,37.985,16.5,200.0
9700014,2025-08-28T10:17:56.267289Z,0.57,38.053,13.3,260.0
9700014,2025-08-28T11:17:56.267289Z,0.582,38.108,16.8,181.0
9700014,2025-08-28T12:17:56.267289Z,0.562,38.193,14.2,184.0
9700014,2025-08-28T13:17:56.267289Z,0.526,38.307,12.6,50.0
9700014,2025-08-28T14:17:56.267289Z,0.582,38.256,12.3,339.0
9700014,2025-08-28T15:17:56.267289Z,0.646,38.318,9.8,72.0
9700014,2025-08-28T16:17:56.267289Z,0.593,38.394,8.8,202.0
9700014,2025-08-28T17:17:56.267289Z,0.605,38.489,17.5,357.0
9700014,2025-08-28T18:17:56.267289Z,0.639,38.649,10.6,132.0
9700014,2025-08-28T19:17:56.267289Z,0.666,38.741,13.6,149.0
9700014,2025-08-28T20:17:56.267289Z,0.662,38.857,10.1,256.0
9700014,2025-08-28T21:17:56.267289Z,0.638,38.878,15.7,41.0
9700014,2025-08-28T22:17:56.267289Z,0.704,38.993,12.6,268.0
9700014,2025-08-28T23:17:56.267289Z,0.688,39.011,16.3,262.0
9700014,2025-08-29T00:17:56.267289Z,0.685,39.071,8.5,136.0
9700014,2025-08-29T01:17:56.267289Z,0.681,39.255,9.7,123.0
9700014,2025-08-29T02:17:56.267289Z,0.667,39.318,13.3,300.0
9700014,2025-08-29T03:17:56.267289Z,0.71,39.372,14.2,125.0
9700014,2025-08-29T04:17:56.267289Z,0.725,39.389,11.6,228.0
9700014,2025-08-29T05:17:56.267289Z,0.739,39.442,8.5,244.0
9700014,2025-08-29T06:17:56.267289Z,0.784,39.38,15.0,221.0
9700014,2025-08-29T07:17:56.267289Z,0.854,39.491,11.2,274.0
9700014,2025-08-29T08:17:56.267289Z,0.922,39.605,14.4,175.0
9700014,2025-08-29T09:17:56.267289Z,0.909,39.665,10.1,297.0
9700014,2025-08-29T10:17:56.267289Z,0.934,39.695,11.6,238.0
9700014,2025-08-29T11:17:56.267289Z,0.917,39.829,12.4,223.0
9700014,2025-08-29T12:17:56.267289Z,0.942,39.955,14.4,298.0
9700014,2025-08-29T13:17:56.267289Z,0.947,39.958,10.1,14.0
9700014,2025-08-29T14:17:56.267289Z,0.923,39.985,12.9,158.0
9700014,2025-08-29T15:17:56.267289Z,0.95,40.116,16.6,46.0
9700014,2025-08-29T16:17:56.267289Z,0.996,40.158,10.8,41.0
9700014,2025-08-29T17:17:56.267289Z,1.019,40.262,8.8,189.0
9700014,2025-08-29T18:17:56.267289Z,1.029,40.325,12.7,278.0
9700014,2025-08-29T19:17:56.267289Z,1.106,40.331,9.7,276.0
9700014,2025-08-29T20:17:56.267289Z,1.169,40.308,12.8,188.0
9700014,2025-08-29T21:17:56.267289Z,1.215,40.389,12.1,60.0
9700014,2025-08-29T22:17:56.267289Z,1.215,40.479,15.5,97.0
9700014,2025-08-29T23:17:56.267289Z,1.223,40.522,14.0,1.0
9700014,2025-08-30T00:17:56.267289Z,1.207,40.62,9.5,107.0
9700014,2025-08-30T01:17:56.267289Z,1.171,40.675,11.8,176.0
9700014,2025-08-30T02:17:56.267289Z,1.201,40.67,12.2,152.0
9700014,2025-08-30T03:17:56.267289Z,1.176,40.668,9.6,155.0
9700014,2025-08-30T04:17:56.267289Z,1.222,40.828,10.7,257.0
9700014,2025-08-30T05:17:56.267289Z,1.246,40.86,10.5,227.0
9700014,2025-08-30T06:17:56.267289Z,1.287,40.804,10.6,40.0
9700014,2025-08-30T07:17:56.267289Z,1.302,40.876,14.8,99.0
9700014,2025-08-30T08:17:56.267289Z,1.325,40.842,9.8,236.0
9700014,2025-08-30T09:17:56.267289Z,1.304,40.954,13.3,126.0
9700014,2025-08-30T10:17:56.267289Z,1.28,40.968,9.8,76.0
9700014,2025-08-30T11:17:56.267289Z,1.258,41.006,13.8,249.0
9700014,2025-08-30T12:17:56.267289Z,1.291,41.04,13.5,18.0
9700014,2025-08-30T13:17:56.267289Z,1.32,41.096,15.4,282.0
9700014,2025-08-30T14:17:56.267289Z,1.347,41.072,10.7,28.0
9700014,2025-08-30T15:17:56.267289Z,1.343,41.123,12.6,186.0
9700014,2025-08-30T16:17:56.267289Z,1.4,41.197,8.9,54.0
9700014,2025-08-30T17:17:56.267289Z,1.438,41.31,11.6,324.0
9700014,2025-08-30T18:17:56.267289Z,1.49,41.369,8.0,312.0
9700014,2025-08-30T19:17:56.267289Z,1.566,41.334,11.6,125.0
9700014,2025-08-30T20:17:56.267289Z,1.533,41.329,8.9,346.0
9700014,2025-08-30T21:17:56.267289Z,1.613,41.343,13.4,235.0
9700014,2025-08-30T22:17:56.267289Z,1.625,41.311,17.8,306.0
9700014,2025-08-30T23:17:56.267289Z,1.651,41.329,14.5,249.0
9700014,2025-08-31T00:17:56.267289Z,1.642,41.34,8.1,54.0
9700014,2025-08-31T01:17:56.267289Z,1.683,41.367,11.4,131.0
9700014,2025-08-31T02:17:56.267289Z,1.731,41.485,6.4,248.0
9700014,2025-08-31T03:17:56.267289Z,1.759,41.472,9.4,329.0
9700014,2025-08-31T04:17:56.267289Z,1.738,41.482,10.8,115.0
9700014,2025-08-31T05:17:56.267289Z,1.737,41.51,14.6,222.0
9700014,2025-08-31T06:17:56.267289Z,1.764,41.579,13.0,26.0
9700014,2025-08-31T07:17:56.267289Z,1.752,41.705,9.9,128.0
9700014,2025-08-31T08:17:56.267289Z,1.773,41.718,14.6,7.0
9700014,2025-08-31T09:17:56.267289Z,1.828,41.791,11.0,109.0
9700014,2025-08-31T10:17:56.267289Z,1.829,41.825,13.3,11.0
9700014,2025-08-31T11:17:56.267289Z,1.828,41.798,12.0,170.0
9700014,2025-08-31T12:17:56.267289Z,1.849,41.827,10.2,235.0
9700014,2025-08-31T13:17:56.267289Z,1.867,41.912,13.1,219.0
9700014,2025-08-31T14:17:56.267289Z,1.891,41.928,11.6,196.0
9700014,2025-08-31T15:17:56.267289Z,1.941,42.045,9.5,353.0
9700014,2025-08-31T16:17:56.267289Z,1.96,42.049,11.5,117.0
9700015,2025-08-23T09:17:56.270256Z,-7.065,79.34,10.2,319.0
9700015,2025-08-23T10:17:56.270256Z,-7.079,79.368,15.5,310.0
9700015,2025-08-23T11:17:56.270256Z,-7.012,79.329,16.2,182.0
9700015,2025-08-23T12:17:56.270256Z,-6.99,79.43,13.8,258.0
9700015,2025-08-23T13:17:56.270256Z,-6.988,79.462,8.7,156.0
9700015,2025-08-23T14:17:56.270256Z,-6.925,79.511,12.7,1.0
9700015,2025-08-23T15:17:56.270256Z,-6.902,79.617,7.6,65.0
9700015,2025-08-23T16:17:56.270256Z,-6.882,79.632,10.7,269.0
9700015,2025-08-23T17:17:56.270256Z,-6.902,79.673,16.1,174.0
9700015,2025-08-23T18:17:56.270256Z,-6.895,79.725,13.0,227.0
9700015,2025-08-23T19:17:56.270256Z,-6.902,79.798,11.7,68.0
9700015,2025-08-23T20:17:56.270256Z,-6.854,79.773,14.6,189.0
9700015,2025-08-23T21:17:56.270256Z,-6.81,79.848,16.6,45.0
9700015,2025-08-23T22:17:56.270256Z,-6.802,79.872,9.4,108.0
9700015,2025-08-23T23:17:56.270256Z,-6.815,79.962,11.4,166.0
9700015,2025-08-24T00:17:56.270256Z,-6.75,79.844,11.8,280.0
9700015,2025-08-24T01:17:56.270256Z,-6.799,79.916,10.3,348.0
9700015,2025-08-24T02:17:56.270256Z,-6.739,79.973,11.1,323.0
9700015,2025-08-24T03:17:56.270256Z,-6.666,80.043,9.8,18.0
9700015,2025-08-24T04:17:56.270256Z,-6.681,80.07,16.0,94.0
9700015,2025-08-24T05:17:56.270256Z,-6.702,80.142,11.0,23.0
9700015,2025-08-24T06:17:56.270256Z,-6.689,80.264,9.7,220.0
9700015,2025-08-24T07:17:56.270256Z,-6.641,80.214,11.6,205.0
9700015,2025-08-24T08:17:56.270256Z,-6.687,80.267,8.3,210.0
9700015,2025-08-24T09:17:56.270256Z,-6.699,80.308,10.2,358.0
9700015,2025-08-24T10:17:56.270256Z,-6.676,80.334,8.7,276.0
9700015,2025-08-24T11:17:56.270256Z,-6.594,80.348,10.5,198.0
9700015,2025-08-24T12:17:56.270256Z,-6.539,80.445,10.9,298.0
9700015,2025-08-24T13:17:56.270256Z,-6.547,80.48,14.5,92.0
9700015,2025-08-24T14:17:56.270256Z,-6.488,80.494,6.2,40.0
9700015,2025-08-24T15:17:56.270256Z,-6.462,80.583,10.0,308.0
9700015,2025-08-24T16:17:56.270256Z,-6.437,80.534,11.3,86.0
9700015,2025-08-24T17:17:56.270256Z,-6.404,80.596,16.4,12.0
9700015,2025-08-24T18:17:56.270256Z,-6.441,80.639,16.8,100.0
9700015,2025-08-24T19:17:56.270256Z,-6.365,80.74,11.0,60.0
9700015,2025-08-24T20:17:56.270256Z,-6.335,80.854,8.1,48.0
9700015,2025-08-24T21:17:56.270256Z,-6.376,80.887,7.9,278.0
9700015,2025-08-24T22:17:56.270256Z,-6.377,80.995,10.6,155.0
9700015,2025-08-24T23:17:56.270256Z,-6.405,81.064,13.2,214.0
9700015,2025-08-25T00:17:56.270256Z,-6.366,81.134,13.5,252.0
9700015,2025-08-25T01:17:56.270256Z,-6.318,81.108,10.8,222.0
9700015,2025-08-25T02:17:56.270256Z,-6.288,81.239,14.2,101.0
9700015,2025-08-25T03:17:56.270256Z,-6.253,81.307,12.6,118.0
9700015,2025-08-25T04:17:56.270256Z,-6.194,81.298,11.1,358.0
9700015,2025-08-25T05:17:56.270256Z,-6.185,81.352,12.3,184.0
9700015,2025-08-25T06:17:56.270256Z,-6.162,81.413,12.2,163.0
9700015,2025-08-25T07:17:56.270256Z,-6.188,81.512,14.6,190.0
9700015,2025-08-25T08:17:56.270256Z,-6.158,81.517,5.9,193.0
9700015,2025-08-25T09:17:56.270256Z,-6.195,81.576,15.3,11.0
9700015,2025-08-25T10:17:56.270256Z,-6.192,81.576,12.1,91.0
9700015,2025-08-25T11:17:56.270256Z,-6.202,81.671,18.8,23.0
9700015,2025-08-25T12:17:56.270256Z,-6.186,81.715,10.7,192.0
9700015,2025-08-25T13:17:56.270256Z,-6.137,81.815,9.1,198.0
9700015,2025-08-25T14:17:56.270256Z,-6.084,81.848,11.5,331.0
9700015,2025-08-25T15:17:56.270256Z,-6.042,81.919,12.6,65.0
9700015,2025-08-25T16:17:56.270256Z,-6.03,81.913,8.1,41.0
9700015,2025-08-25T17:17:56.270256Z,-6.007,81.986,9.9,274.0
9700015,2025-08-25T18:17:56.270256Z,-5.985,82.1,14.1,252.0
9700015,2025-08-25T19:17:56.270256Z,-5.95,82.113,5.5,80.0
9700015,2025-08-25T20:17:56.270256Z,-5.941,82.215,10.3,85.0
9700015,2025-08-25T21:17:56.270256Z,-5.937,82.277,12.4,54.0
9700015,2025-08-25T22:17:56.270256Z,-5.932,82.329,9.9,28.0
9700015,2025-08-25T23:17:56.270256Z,-5.952,82.338,10.9,132.0
9700015,2025-08-26T00:17:56.270256Z,-5.909,82.346,14.1,20.0
9700015,2025-08-26T01:17:56.270256Z,-5.88,82.43,12.1,52.0
9700015,2025-08-26T02:17:56.270256Z,-5.907,82.552,10.9,82.0
9700015,2025-08-26T03:17:56.270256Z,-5.902,82.579,10.0,35.0
9700015,2025-08-26T04:17:56.270256Z,-5.853,82.531,10.7,20.0
9700015,2025-08-26T05:17:56.270256Z,-5.838,82.667,10.0,342.0
9700015,2025-08-26T06:17:56.270256Z,-5.822,82.795,11.2,107.0
9700015,2025-08-26T07:17:56.270256Z,-5.803,82.91,12.4,49.0
9700015,2025-08-26T08:17:56.270256Z,-5.764,82.916,12.8,62.0
9700015,2025-08-26T09:17:56.270256Z,-5.7,82.987,13.7,37.0
9700015,2025-08-26T10:17:56.270256Z,-5.659,83.028,8.4,229.0
9700015,2025-08-26T11:17:56.270256Z,-5.684,83.108,15.6,133.0
9700015,2025-08-26T12:17:56.270256Z,-5.665,83.15,7.0,359.0
9700015,2025-08-26T13:17:56.270256Z,-5.626,83.301,13.2,67.0
9700015,2025-08-26T14:17:56.270256Z,-5.591,83.416,10.8,343.0
9700015,2025-08-26T15:17:56.270256Z,-5.641,83.539,14.0,306.0
9700015,2025-08-26T16:17:56.270256Z,-5.61,83.49,10.5,69.0
9700015,2025-08-26T17:17:56.270256Z,-5.594,83.603,12.2,182.0
9700015,2025-08-26T18:17:56.270256Z,-5.541,83.636,11.9,50.0
9700015,2025-08-26T19:17:56.270256Z,-5.523,83.744,10.3,71.0
9700015,2025-08-26T20:17:56.270256Z,-5.535,83.687,15.7,198.0
9700015,2025-08-26T21:17:56.270256Z,-5.522,83.815,11.6,153.0
9700015,2025-08-26T22:17:56.270256Z,-5.545,83.935,11.7,209.0
9700015,2025-08-26T23:17:56.270256Z,-5.555,84.069,10.5,303.0
9700015,2025-08-27T00:17:56.270256Z,-5.548,84.122,12.4,255.0
9700015,2025-08-27T01:17:56.270256Z,-5.521,84.204,11.3,356.0
9700015,2025-08-27T02:17:56.270256Z,-5.516,84.322,10.5,345.0
9700015,2025-08-27T03:17:56.270256Z,-5.546,84.387,14.9,354.0
9700015,2025-08-27T04:17:56.270256Z,-5.552,84.456,12.0,60.0
9700015,2025-08-27T05:17:56.270256Z,-5.571,84.522,13.6,331.0
9700015,2025-08-27T06:17:56.270256Z,-5.55,84.519,12.8,239.0
9700015,2025-08-27T07:17:56.270256Z,-5.569,84.554,12.9,1.0
9700015,2025-08-27T08:17:56.270256Z,-5.608,84.572,10.2,310.0
9700015,2025-08-27T09:17:56.270256Z,-5.51,84.628,9.0,279.0
9700015,2025-08-27T10:17:56.270256Z,-5.49,84.716,15.1,254.0
9700015,2025-08-27T11:17:56.270256Z,-5.454,84.766,15.7,284.0
9700015,2025-08-27T12:17:56.270256Z,-5.432,84.804,6.7,357.0
9700015,2025-08-27T13:17:56.270256Z,-5.392,84.735,14.5,188.0
9700015,2025-08-27T14:17:56.270256Z,-5.342,84.789,8.6,136.0
9700015,2025-08-27T15:17:56.270256Z,-5.349,84.778,14.2,146.0
9700015,2025-08-27T16:17:56.270256Z,-5.284,84.808,9.6,161.0
9700015,2025-08-27T17:17:56.270256Z,-5.289,84.843,13.3,148.0
9700015,2025-08-27T18:17:56.270256Z,-5.284,84.823,14.3,241.0
9700015,2025-08-27T19:17:56.270256Z,-5.245,84.897,14.7,277.0
9700015,2025-08-27T20:17:56.270256Z,-5.236,84.892,10.6,55.0
9700015,2025-08-27T21:17:56.270256Z,-5.24,84.957,15.7,282.0
9700015,2025-08-27T22:17:56.270256Z,-5.26,84.987,8.4,306.0
9700015,2025-08-27T23:17:56.270256Z,-5.237,85.0,10.6,126.0
9700015,2025-08-28T00:17:56.270256Z,-5.187,85.142,8.3,165.0
9700015,2025-08-28T01:17:56.270256Z,-5.174,85.256,7.4,49.0
9700015,2025-08-28T02:17:56.270256Z,-5.166,85.338,12.2,135.0
9700015,2025-08-28T03:17:56.270256Z,-5.15,85.467,11.6,198.0
9700015,2025-08-28T04:17:56.270256Z,-5.111,85.561,9.5,205.0
9700015,2025-08-28T05:17:56.270256Z,-5.081,85.552,11.5,215.0
9700015,2025-08-28T06:17:56.270256Z,-5.072,85.583,13.1,15.0
9700015,2025-08-28T07:17:56.270256Z,-5.048,85.611,13.0,271.0
9700015,2025-08-28T08:17:56.270256Z,-4.97,85.663,11.4,265.0
9700015,2025-08-28T09:17:56.270256Z,-4.991,85.798,9.5,175.0
9700015,2025-08-28T10:17:56.270256Z,-4.928,85.821,10.9,50.0
9700015,2025-08-28T11:17:56.270256Z,-4.889,85.821,11.7,99.0
9700015,2025-08-28T12:17:56.270256Z,-4.904,85.819,12.3,48.0
9700015,2025-08-28T13:17:56.270256Z,-4.906,85.873,10.4,220.0
9700015,2025-08-28T14:17:56.270256Z,-4.89,85.978,7.8,282.0
9700015,2025-08-28T15:17:56.270256Z,-4.852,86.021,10.7,140.0
9700015,2025-08-28T16:17:56.270256Z,-4.809,86.011,13.8,83.0
9700015,2025-08-28T17:17:56.270256Z,-4.797,86.05,12.2,132.0
9700015,2025-08-28T18:17:56.270256Z,-4.767,86.053,10.9,313.0
9700015,2025-08-28T19:17:56.270256Z,-4.803,86.044,12.3,115.0
9700015,2025-08-28T20:17:56.270256Z,-4.754,86.037,10.0,80.0
9700015,2025-08-28T21:17:56.270256Z,-4.811,86.078,14.0,61.0
9700015,2025-08-28T22:17:56.270256Z,-4.829,86.086,11.2,28.0
9700015,2025-08-28T23:17:56.270256Z,-4.815,86.168,11.8,54.0
9700015,2025-08-29T00:17:56.270256Z,-4.823,86.184,8.9,55.0
9700015,2025-08-29T01:17:56.270256Z,-4.811,86.054,13.2,28.0
9700015,2025-08-29T02:17:56.270256Z,-4.816,86.128,11.5,220.0
9700015,2025-08-29T03:17:56.270256Z,-4.737,86.167,12.5,326.0
9700015,2025-08-29T04:17:56.270256Z,-4.726,86.226,9.4,217.0
9700015,2025-08-29T05:17:56.270256Z,-4.681,86.301,11.6,103.0
9700015,2025-08-29T06:17:56.270256Z,-4.63,86.382,11.0,25.0
9700015,2025-08-29T07:17:56.270256Z,-4.657,86.433,11.4,168.0
9700015,2025-08-29T08:17:56.270256Z,-4.608,86.485,11.8,337.0
9700015,2025-08-29T09:17:56.270256Z,-4.556,86.532,13.5,170.0
9700015,2025-08-29T10:17:56.270256Z,-4.553,86.541,18.2,284.0
9700015,2025-08-29T11:17:56.270256Z,-4.541,86.653,11.2,287.0
9700015,2025-08-29T12:17:56.270256Z,-4.538,86.702,11.3,359.0
9700015,2025-08-29T13:17:56.270256Z,-4.441,86.764,10.4,285.0
9700015,2025-08-29T14:17:56.270256Z,-4.43,86.728,13.6,24.0
9700015,2025-08-29T15:17:56.270256Z,-4.342,86.779,12.5,12.0
9700015,2025-08-29T16:17:56.270256Z,-4.292,86.877,12.8,182.0
9700015,2025-08-29T17:17:56.270256Z,-4.246,86.923,8.8,127.0
9700015,2025-08-29T18:17:56.270256Z,-4.235,86.979,18.2,53.0
9700015,2025-08-29T19:17:56.270256Z,-4.214,87.009,13.5,66.0
9700015,2025-08-29T20:17:56.270256Z,-4.213,87.009,11.0,285.0
9700015,2025-08-29T21:17:56.270256Z,-4.2,87.066,10.7,351.0
9700015,2025-08-29T22:17:56.270256Z,-4.145,87.104,9.6,91.0
9700015,2025-08-29T23:17:56.270256Z,-4.129,87.151,11.0,25.0
9700015,2025-08-30T00:17:56.270256Z,-4.108,87.183,11.3,183.0
9700015,2025-08-30T01:17:56.270256Z,-4.09,87.237,11.0,198.0
9700015,2025-08-30T02:17:56.270256Z,-4.092,87.233,9.8,348.0
9700015,2025-08-30T03:17:56.270256Z,-4.11,87.198,13.3,79.0
9700015,2025-08-30T04:17:56.270256Z,-4.074,87.224,7.7,6.0
9700015,2025-08-30T05:17:56.270256Z,-4.102,87.27,10.0,177.0
9700015,2025-08-30T06:17:56.270256Z,-4.037,87.257,11.1,321.0
9700015,2025-08-30T07:17:56.270256Z,-4.031,87.33,10.1,197.0
9700015,2025-08-30T08:17:56.270256Z,-4.002,87.311,12.6,292.0
